1, 29696, Note_on_c, 0, 65, 90
1, 30720, Note_off_c, 0, 65, 0
1, 30720, Note_on_c, 0, 65, 90
1, 31744, Note_off_c, 0, 65, 0
1, 31744, Note_on_c, 0, 64, 90
1, 32768, Note_off_c, 0, 64, 0
1, 32768, Note_on_c, 0, 63, 90
1, 33792, Note_off_c, 0, 63, 0
1, 33792, Note_on_c, 0, 62, 90
1, 34816, Note_off_c, 0, 62, 0
1, 34816, Note_on_c, 0, 66, 90
1, 35840, Note_off_c, 0, 66, 0
1, 35840, Note_on_c, 0, 67, 90
1, 36864, Note_off_c, 0, 67, 0
1, 36864, Note_on_c, 0, 68, 90
1, 37888, Note_off_c, 0, 68, 0
1, 37888, Note_on_c, 0, 68, 90
1, 38912, Note_off_c, 0, 68, 0
1, 38912, Note_on_c, 0, 67, 90
1, 39936, Note_off_c, 0, 67, 0
1, 39936, Note_on_c, 0, 65, 90
1, 40960, Note_off_c, 0, 65, 0
1, 40960, Note_on_c, 0, 63, 90
1, 41984, Note_off_c, 0, 63, 0
1, 41984, Note_on_c, 0, 65, 90
1, 43008, Note_off_c, 0, 65, 0
1, 43008, Note_on_c, 0, 64, 90
1, 44032, Note_off_c, 0, 64, 0
1, 44032, Note_on_c, 0, 65, 90
1, 45056, Note_off_c, 0, 65, 0
1, 45056, Note_on_c, 0, 66, 90
1, 46080, Note_off_c, 0, 66, 0
1, 46080, Note_on_c, 0, 68, 90
1, 47104, Note_off_c, 0, 68, 0
1, 47104, Note_on_c, 0, 68, 90
1, 48128, Note_off_c, 0, 68, 0
1, 48128, Note_on_c, 0, 66, 90
1, 49152, Note_off_c, 0, 66, 0
1, 49152, Note_on_c, 0, 64, 90
1, 50176, Note_off_c, 0, 64, 0
1, 50176, Note_on_c, 0, 66, 90
1, 51200, Note_off_c, 0, 66, 0
1, 51200, Note_on_c, 0, 67, 90
1, 52224, Note_off_c, 0, 67, 0
1, 52224, Note_on_c, 0, 66, 90
1, 53248, Note_off_c, 0, 66, 0
1, 53248, Note_on_c, 0, 66, 90
1, 54272, Note_off_c, 0, 66, 0
1, 54272, Note_on_c, 0, 65, 90
1, 55296, Note_off_c, 0, 65, 0
1, 55296, Note_on_c, 0, 64, 90
1, 56320, Note_off_c, 0, 64, 0
1, 56320, Note_on_c, 0, 63, 90
1, 57344, Note_off_c, 0, 63, 0
1, 57344, Note_on_c, 0, 64, 90
1, 58368, Note_off_c, 0, 64, 0
1, 58368, Note_on_c, 0, 65, 90
1, 59392, Note_off_c, 0, 65, 0
1, 59392, Note_on_c, 0, 65, 90
1, 60416, Note_off_c, 0, 65, 0
1, 60416, Note_on_c, 0, 64, 90
1, 61440, Note_off_c, 0, 64, 0
1, 61440, Note_on_c, 0, 65, 90
1, 62464, Note_off_c, 0, 65, 0
1, 62464, Note_on_c, 0, 64, 90
1, 63488, Note_off_c, 0, 64, 0
1, 63488, Note_on_c, 0, 66, 90
1, 64512, Note_off_c, 0, 66, 0
1, 64512, Note_on_c, 0, 64, 90
1, 65536, Note_off_c, 0, 64, 0
1, 65536, Note_on_c, 0, 65, 90
1, 66560, Note_off_c, 0, 65, 0
1, 66560, Note_on_c, 0, 66, 90
1, 67584, Note_off_c, 0, 66, 0
1, 67584, Note_on_c, 0, 66, 90
1, 68608, Note_off_c, 0, 66, 0
1, 68608, Note_on_c, 0, 68, 90
1, 69632, Note_off_c, 0, 68, 0
1, 69632, Note_on_c, 0, 68, 90
1, 70656, Note_off_c, 0, 68, 0
1, 70656, Note_on_c, 0, 69, 90
1, 71680, Note_off_c, 0, 69, 0
1, 71680, Note_on_c, 0, 69, 90
1, 72704, Note_off_c, 0, 69, 0
1, 72704, Note_on_c, 0, 69, 90
1, 73728, Note_off_c, 0, 69, 0
1, 73728, Note_on_c, 0, 69, 90
1, 74752, Note_off_c, 0, 69, 0
1, 74752, Note_on_c, 0, 68, 90
1, 75776, Note_off_c, 0, 68, 0
1, 75776, Note_on_c, 0, 67, 90
1, 76800, Note_off_c, 0, 67, 0
1, 76800, Note_on_c, 0, 67, 90
1, 77824, Note_off_c, 0, 67, 0
1, 77824, Note_on_c, 0, 65, 90
1, 78848, Note_off_c, 0, 65, 0
1, 78848, Note_on_c, 0, 65, 90
1, 79872, Note_off_c, 0, 65, 0
1, 79872, Note_on_c, 0, 64, 90
1, 80896, Note_off_c, 0, 64, 0
1, 80896, Note_on_c, 0, 64, 90
1, 81920, Note_off_c, 0, 64, 0
1, 81920, Note_on_c, 0, 64, 90
1, 82944, Note_off_c, 0, 64, 0
1, 0, End_track
0, 0, End_of_file
